Internal ID,Date,Document Number,Name,Zip Code,Terms,Item,Memo,Quantity,PO Unit Cost,Amount,Last Purchase Price,Location,Expense/COGS Account,Part Class,Status,Fulfilled/Received (Line Level),Expected Receipt Date
506347,6/16/2021,MAR-8439-PO,"INFINITY FASTENERS, INC",64141-4528,2% 10 Net 30,SH7A,"3/8-16 X 1-1/2 HEX BOLT, 18-8 SS3 304SS",700,.225,157.50,.225,New Albany (CM),Cost of Goods Sold-Mfg,30FG - Marine Finished Goods,Fully Billed,Yes,7/7/2021
506347,6/16/2021,MAR-8439-PO,"INFINITY FASTENERS, INC",64141-4528,2% 10 Net 30,L1,"SHCS 1/4-20 X 3/4, 18-8SS ( SAME AS V24 & OT24)",300,.0599,17.97,.06,New Albany (CM),Cost of Goods Sold-Mfg,30LV - Level Alert Components,Fully Billed,Yes,7/7/2021
508802,6/24/2021,MAR-8484-PO,"INFINITY FASTENERS, INC",64141-4528,2% 10 Net 30,V28,"ROD END, SS, 3/8"" X 1"" / MSC PN-35398320 F3 0 to 1.0 in lbs.  NO LOAD BREAK AWAY TORQUE",60,19.91,1194.60,19.91,New Albany (CM),Cost of Goods Sold-Mfg,30PV - MAR Pv-6-II COMPONENT PARTS,Partially Received,No,7/7/2021
508894,6/24/2021,LV-4382-PO,GULF RUBBER & SUPPLY,77022,Net 30,LV-S27-GO,"SGM-1 BOTTOM GLASS SEAL HOMOGENEOUS GRAFOIL // 1/8"" //DWG 256L089B",50,3.54,177.00,3.54,Texas (LV),Cost of Goods Sold-Mfg,LVRS - Law Valve Raw Stock,Fully Billed,Yes,7/7/2021
510353,6/30/2021,LV-4417-PO,W & O SUPPLY,31193-3067,Net 30,LV-NIPPLE THREADED 1/4 X 2,"/4"" x 2"" SS THREADED NIPPLE",60,.97,58.20,.97,Texas (LV),Cost of Goods Sold-Mfg,LVRP - Law Valve Resale Products,Fully Billed,Yes,7/7/2021
510998,7/6/2021,MAR-8522-PO,O'NEAL STEEL INC,31193-4243,Net 60,30RPL3/16x60x120 304L,"3/16 (.187"") x 60x120  304LSS  1 plate = 379#",3,952.27,2856.81,952.27,New Albany (CM),Cost of Goods Sold-Mfg,30RS - Marine Raw Stock,Fully Billed,Yes,7/7/2021
510998,7/6/2021,MAR-8522-PO,O'NEAL STEEL INC,31193-4243,Net 60,30RPL3/8X48X96 304/304LSS,"3/8"" X48"" X96"" 304/304L SS 1 PLATE = 528/LBS",2,1224.665,2449.33,1361.90,New Albany (CM),Cost of Goods Sold-Mfg,30RS - Marine Raw Stock,Fully Billed,Yes,7/7/2021
511576,7/6/2021,MAR-8528-PO,BATTERIES PLUS BLUBS,46962,Net 30,M304,"DURACELL ULTRA DEEP CYCLE AGM SLA BATTERY 12V 35AH,  24.75 lbs 7.67""X5.13""X7.09""",24,68.40,1641.60,68.40,New Albany (CM),Cost of Goods Sold-Resale Itms,30AP - MAR APM COMPONENT PARTS,Partially Received,Yes,7/7/2021
511659,7/6/2021,MAR-8540-PO,COPPER AND BRASS SALES,60132-2625,Net 60,30RRD1/2RDx12FT 303SS,"1/2""RD X 12FT 303SS (1 BAR = 8.2/LBS)  (1) BAR",12,5.4166,65.00,5.417,New Albany (CM),Cost of Goods Sold-Mfg,30RS - Marine Raw Stock,Fully Billed,Yes,7/7/2021
511659,7/6/2021,MAR-8540-PO,COPPER AND BRASS SALES,60132-2625,Net 60,30RRD1/2RDX12FT 304SS,"1/2""RD X 12FT 304L SS (1 BAR = 9.25LBS)  (3) BARS",36,2.00,72.00,2.00,New Albany (CM),Cost of Goods Sold-Mfg,30RS - Marine Raw Stock,Fully Billed,Yes,7/7/2021
511659,7/6/2021,MAR-8540-PO,COPPER AND BRASS SALES,60132-2625,Net 60,30RRD1-3/4RDX12FT 316L,"1-3/4""RD X 12FT 316LSS  (1 BAR = 99.36/LBS)  (1) BAR",12,28.4833333,341.80,30.053,New Albany (CM),Cost of Goods Sold-Mfg,30RS - Marine Raw Stock,Fully Billed,Yes,7/7/2021
511659,7/6/2021,MAR-8540-PO,COPPER AND BRASS SALES,60132-2625,Net 60,"30RRD2""RDx12FT 316SS","2""RD X 12FT 316 SS  (1 BAR = 131 LBS)  (12) BARS  ***12' LENGHT MINIMUM CRITICAL",144,35.1454861,5060.95,35.145,New Albany (CM),Cost of Goods Sold-Mfg,30RS - Marine Raw Stock,Fully Billed,Yes,7/7/2021
511900,7/7/2021,LV-4437-PO,FASTENAL COMPANY,55987,Net 30,Shop Supplies-6210,"0558121    27"" X 2"" Ratchet Tie Down",2,43.7925,87.59,,Texas (LV),Shop Supplies,,Fully Billed,Yes,7/7/2021
511900,7/7/2021,LV-4437-PO,FASTENAL COMPANY,55987,Net 30,Shop Supplies-6210,"0501089  1"" X 15' Rat TD 4ct",1,31.76,31.76,,Texas (LV),Shop Supplies,,Fully Billed,Yes,7/7/2021
453026,12/8/2020,MAR-7561-PO,ALRO STEEL CORP,60673-1248,Net 60,DWP92-12,"16"" SCH 30, A-36 CARBON PUMP HEAD PIPE BODY ( 8"" DIS), DWG 321AA256C, (11"" HEADER)",9,441.35,3972.15,441.35,New Albany (CM),Cost of Goods Sold-Mfg,PUMP - COMPONENT PARTS,Fully Billed,Yes,7/6/2021
507286,6/18/2021,MAR-8455-PO,CINCINNATI GASKET PACK &MFG,45215-5586,1/2% 10 Net 30,R65-BL,"BERGAN REPLACEMENT ROUND GLASS (BLANK), 8.75"" OD WITH CENTER HOLE PER DWG 084Z165P-2 Rev 2",40,53.25,2130.00,53.25,New Albany (CM),Cost of Goods Sold-Mfg,30SG - MAR SIGHT GLASS COMPONENTS,Fully Billed,Yes,7/6/2021
507491,6/21/2021,LV-4351-PO,ERL COMMERCIAL MARINE,47151-1026,Due on Receipt,LV-SHIM-.005,"C02-75 .005"" STAINLESS STEEL SHIM",18,5.04,90.72,5.04,Texas (LV),Cost of Goods Sold-Mfg,Law Valve -BOM component,Fully Billed,Yes,7/6/2021
507491,6/21/2021,LV-4351-PO,ERL COMMERCIAL MARINE,47151-1026,Due on Receipt,LV-V184,"C02-75 PV VALVE COVER HINGE BLOCK, SS, DWG 297F115B",2,64.14,128.28,64.14,Texas (LV),Cost of Goods Sold-Resale Itms,Law Valve -BOM component,Fully Billed,Yes,7/6/2021
507491,6/21/2021,LV-4351-PO,ERL COMMERCIAL MARINE,47151-1026,Due on Receipt,LV-V219,"C01 PV VALVE ROD END MODIFIED, DWG 296M145B",16,31.38,502.08,31.38,Texas (LV),Cost of Goods Sold-Resale Itms,Law Valve -BOM component,Fully Billed,Yes,7/6/2021
507491,6/21/2021,LV-4351-PO,ERL COMMERCIAL MARINE,47151-1026,Due on Receipt,LV-V28,"C01 PV VALVE ROD END, SS, 3/8"" X 1"" / MSC PN-35398320",20,33.92,678.40,33.92,Texas (LV),Cost of Goods Sold-Resale Itms,Law Valve -BOM component,Fully Billed,Yes,7/6/2021
507491,6/21/2021,LV-4351-PO,ERL COMMERCIAL MARINE,47151-1026,Due on Receipt,LV-S16,"C02-75 SIGHT GLASS SPRING .0353 OD, SS // LEE SPRING PN-  LC035E-3S",120,5.77,692.40,5.77,Texas (LV),Cost of Goods Sold-Mfg,Law Valve -BOM component,Fully Billed,Yes,7/6/2021
507491,6/21/2021,LV-4351-PO,ERL COMMERCIAL MARINE,47151-1026,Due on Receipt,LV-S15,"C02-75 SG WIPER SHAFT;  DWG 035T075B , 303SS",50,16.46,823.00,16.46,Texas (LV),Cost of Goods Sold-Mfg,Law Valve -BOM component,Fully Billed,Yes,7/6/2021
507491,6/21/2021,LV-4351-PO,ERL COMMERCIAL MARINE,47151-1026,Due on Receipt,LV-S49,"C02-75  SG WIPER ARM -FINISHED, DWG 169M147B",20,49.44,988.80,49.44,Texas (LV),Cost of Goods Sold-Mfg,Law Valve -BOM component,Fully Billed,Yes,7/6/2021
507491,6/21/2021,LV-4351-PO,ERL COMMERCIAL MARINE,47151-1026,Due on Receipt,LV-R80,"C01 10"" RETAINER RING, BERGAN RETRO FIT SIGHT GLASS, DWG 282AC070E",30,45.00,1350.00,45.00,Texas (LV),Cost of Goods Sold-Mfg,LVRP - Law Valve Resale Products,Fully Billed,Yes,7/6/2021
507491,6/21/2021,LV-4351-PO,ERL COMMERCIAL MARINE,47151-1026,Due on Receipt,LV-S23,"C01 SG HEX BUSHING 3/4"", SS, DWG 018N090B",40,33.78,1351.20,33.78,Texas (LV),Cost of Goods Sold-Resale Itms,Law Valve -BOM component,Fully Billed,Yes,7/6/2021
507491,6/21/2021,LV-4351-PO,ERL COMMERCIAL MARINE,47151-1026,Due on Receipt,LV-R65,"C01 BERGAN ROUND GLASS, 8.75"" OD WITH 5/8"" HOLE, DWG 084Z165P",22,84.80,1865.60,84.80,Texas (LV),Cost of Goods Sold-Resale Itms,LVER - Law Valve/ERL Marine Resale,Fully Billed,Yes,7/6/2021
507491,6/21/2021,LV-4351-PO,ERL COMMERCIAL MARINE,47151-1026,Due on Receipt,LV-HSCA-12-Kirby-UNF,"C01 KIRBY PUMP SHAFT COUPLING ASSEMBLY KEYED (KIRBY), 11""+, DWG 276AA082B (OLD #: HSCA-200)",6,347.76,2086.56,347.76,Texas (LV),Cost of Goods Sold-Resale Itms,Law Valve -BOM component,Fully Billed,Yes,7/6/2021
507491,6/21/2021,LV-4351-PO,ERL COMMERCIAL MARINE,47151-1026,Due on Receipt,LV-V98,"C01 PV VALVE SHOCK ABSORBER WITH NUT, (ACE MA-225), Damper",24,113.40,2721.60,113.40,Texas (LV),Cost of Goods Sold-Resale Itms,Law Valve -BOM component,Fully Billed,Yes,7/6/2021
507525,6/21/2021,RP-384-PO,Phoenix Metals Company,31193-2589,Net 60,40RSH16GAx48x96 304/304L 2B SS,16GA X 48 X96  304/304L 2B SS  ( 1 SHEET = 80 LBS )  ** PACK IN SKIDS OF 35/35/14 SHEETS EACH **   ,60,270.14392857,16208.64,321.754,New Albany (RL),Cost of Goods Sold-Mfg,40RS - Rail Raw Stock,Fully Billed,Yes,7/6/2021
507966,6/22/2021,LV-4367-PO,ERL COMMERCIAL MARINE,47151-1026,Due on Receipt,LV-DCA-002,"DANGEROUS CARGO SIGN, 29 X 42 ; 2 SIDED ; BLACK TEXT : .040  ALUM.",7,109.57,766.99,109.57,Texas (LV),Cost of Goods Sold-Resale Itms,LVER - Law Valve/ERL Marine Resale,Fully Billed,Yes,7/6/2021
507966,6/22/2021,LV-4367-PO,ERL COMMERCIAL MARINE,47151-1026,Due on Receipt,LV-R78,ADJUSTABLE BUSHING INSTRUCTION STICKER; DWG 111AB099B,50,5.04,252.00,5.04,Texas (LV),Cost of Goods Sold-Mfg,LVRP - Law Valve Resale Products,Fully Billed,Yes,7/6/2021
507966,6/22/2021,LV-4367-PO,ERL COMMERCIAL MARINE,47151-1026,Due on Receipt,LV-BNZ-002,"DANGER BENZENE SIGN ONLY, 29"" X 42"" ; 2 SIDED ; BLACK TEXT",3,109.57,328.71,109.57,Texas (LV),Cost of Goods Sold-Resale Itms,LVER - Law Valve/ERL Marine Resale,Fully Billed,Yes,7/6/2021
507966,6/22/2021,LV-4367-PO,ERL COMMERCIAL MARINE,47151-1026,Due on Receipt,LV-LIP-SEAL PLATE ASSY,"LIP SEAL STUFFING BOX VALVE INDICATOR PLATE ASSEMBLY - INCLUDES LB24, LB22, LB21, LB23, & LB25",15,53.19,797.85,53.19,Texas (LV),Cost of Goods Sold-Mfg,LVRP - Law Valve Resale Products,Fully Billed,Yes,7/6/2021
507966,6/22/2021,LV-4367-PO,ERL COMMERCIAL MARINE,47151-1026,Due on Receipt,LV-YOKE-SS-1-1/2-8NRS,"1-1/2"" STRAIGHT SQUARE YOKE FOR 8"" SPACE NRS",3,178.90,536.70,178.90,Texas (LV),Cost of Goods Sold-Resale Itms,LVER - Law Valve/ERL Marine Resale,Fully Billed,Yes,7/6/2021
507966,6/22/2021,LV-4367-PO,ERL COMMERCIAL MARINE,47151-1026,Due on Receipt,LV-MSDS-001,MSDS (Complete Package) DOCUMENT HOLDER FOR MOUNTING ON WARNING SIGN FRAME,3,114.70,344.10,114.70,Texas (LV),Cost of Goods Sold-Resale Itms,LVER - Law Valve/ERL Marine Resale,Fully Billed,Yes,7/6/2021
510090,6/25/2021,LV-4407-PO,"WATERWAY FABRICATION, LLC",77401,Net 15,LV-OUTSIDE VENDOR PROCESS,"add 1"" flange to sole plate ",1,725.00,725.00,295.00,Texas (LV),Cost of Goods Sold-Mfg,LVRP - Law Valve Resale Products,Fully Billed,Yes,7/6/2021
510026,6/29/2021,LV-4404-PO,VENTIL USA INC.,77058,,R&M-6100,Hydraulics inspection  19567 30 Service Travelling by Car (cost per mile) Sunday - Saturday Service Engineer 1.75 52.50 19422 1 Service Onshore non-Europe (day rate 10h) Monday - Friday Service engineer 1410.00 60.00 564.00 19567 30 Service Travelling by Car (cost per mile) Sunday - Saturday Service Engineer 1.75,1,669.00,669.00,,Texas (LV),Equipment Repair Maintenance,,Fully Billed,Yes,7/6/2021
510089,6/29/2021,LV-4406-PO,"WATERWAY FABRICATION, LLC",77401,Net 15,LV-OUTSIDE VENDOR PROCESS,"drill and tap 5/8"" hole in pope  drill and tap 3/8 npt in sole plate ",1,375.00,375.00,295.00,Texas (LV),Cost of Goods Sold-Mfg,LVRP - Law Valve Resale Products,Fully Billed,Yes,7/6/2021
510098,6/29/2021,MAR-8499-PO,COAST TO COAST ADVERTISING,47150,Net 30,R78,ADJUSTABLE BUSHING INSTRUCTION STICKER; DWG 111AB099B ***VERSION ORDERED ON 6/1/18 MAR-745-PO ***PREVIOULY ORDERED UNDER MAR-8417-P0,100,2.73,273.00,2.73,New Albany (CM),Cost of Goods Sold-Mfg,30SG - MAR SIGHT GLASS COMPONENTS,Fully Billed,Yes,7/6/2021
510121,6/29/2021,MAR-8503-PO,MEYERS PLASTICS,46236,Net 30,D24,"1/2"" KYNAR TUBING , 1/2"" ID x 200FT ROLL, SHRINK TUBING , SUMITOMO , CLEAR  (4) ROLLS",800,1.84,1472.00,1.84,New Albany (CM),Cost of Goods Sold-Mfg,30DP - DIPSTICK COMPONENT,Fully Billed,Yes,7/6/2021
510123,6/29/2021,MAR-8504-PO,BEARINGS OF KENTUCKY,40232,Net 30,MP23,"BEARING, FOR OBAF, NACHI 6211ZZE-C3, DOUBLE SHIELDED, 55mm BORE, 100mm OD",40,30.00,1200.00,30.00,New Albany (CM),Cost of Goods Sold-Mfg,20RP - Properties Resale Products,Fully Billed,Yes,7/6/2021
510127,6/29/2021,LV-4410-PO,KIKY'S SIGNS,77015,Net 30,NIP-PRODUCT-COGS,"NAME PLACARD, DOUBLE SIDED 40-1/2 X 7-1/2   (1) CI 1608   (1) CI 1609  (1) Kirby 31009  (1) Kirby 28174   ` ",4,30.00,120.00,,Texas (LV),Cost of Goods Sold-Mfg,,Fully Billed,Yes,7/6/2021
510174,6/30/2021,MAR-8507-PO,"SEYMOUR - SHERIDAN INC,",6468,Net 30,R&D-6170,"p/n 52300-4, 2.500x70000” Float",4,16.05,64.20,,New Albany (CM),Research Development,,Fully Billed,Yes,7/6/2021
510888,7/2/2021,LV-4425-PO,"Stainless Hose Fittings, Ltd",77508-8189,Net 30,LV-5406-16-08,C01 316 Hex Bushing 1 MPT x 1/2 FNPT,10,13.19,131.90,13.19,Texas (LV),Cost of Goods Sold-Mfg,LVRP - Law Valve Resale Products,Fully Billed,Yes,7/6/2021
510888,7/2/2021,LV-4425-PO,"Stainless Hose Fittings, Ltd",77508-8189,Net 30,LV-5406-16-06,C02-50 316 Hex Bushing 1 MPT x 3/8 FNPT,10,13.61,136.10,13.61,Texas (LV),Cost of Goods Sold-Mfg,LVRP - Law Valve Resale Products,Fully Billed,Yes,7/6/2021
510888,7/2/2021,LV-4425-PO,"Stainless Hose Fittings, Ltd",77508-8189,Net 30,"LV-100R14-06 X 20""","C01 C/W SHF91-06-06FJ EACH END 20"" Hose",1,76.75,76.75,44.35,Texas (LV),Cost of Goods Sold-Mfg,LVRP - Law Valve Resale Products,Fully Billed,Yes,7/6/2021
510927,7/2/2021,LV-4426-PO,"AMERAFLEX SEALING PRODUCTS INC,",77536,Net 30,LV-DWP222-12-GO,"SOLE PLATE GASKET - GRAFOIL, 1/8"" THICK, 30"" OD - 24"" ID - SEE DRAWING # 017AD140E",10,119.18,1191.80,119.18,Texas (LV),Cost of Goods Sold-Mfg,LVRP - Law Valve Resale Products,Fully Billed,Yes,7/6/2021
499533,5/19/2021,MAR-8294-PO,DATWYLER SEALING SOLUTIONS USA,45263-1331,Net 15,D28,"TOP TUBE BUSHING O-RING O-RING ; AS117-75F, VITON  1""ODx 3/32"" CS, Requires 2 per Bushing",1000,.20,200.00,.20,New Albany (CM),Cost of Goods Sold-Mfg,30DP - DIPSTICK COMPONENT,Fully Billed,Yes,7/5/2021
509987,6/29/2021,MAR-8495-PO,O'NEAL STEEL INC,31193-4243,Net 60,30RSH14GAx60x120 304SS,"14GA x 60"" x 120"" 304L-2B SS  (1 SHEET = 157.47 LBS)",12,521.209167,6254.51,521.209,New Albany (CM),Cost of Goods Sold-Mfg,30RS - Marine Raw Stock,Fully Billed,Yes,7/5/2021
509045,4/5/2021,LV-4388-PO,"WATERWAY FABRICATION, LLC",77401,Net 15,LV-OUTSIDE VENDOR PROCESS,"remove end of stick tube, and all debris, re-weld and air test ",1,650.00,650.00,295.00,Texas (LV),Cost of Goods Sold-Mfg,LVRP - Law Valve Resale Products,Fully Billed,Yes,7/2/2021
497499,5/12/2021,MAR-8255-PO,UNIVERSAL ELECTRIC FOUNDRY CO.,60622,Net 30,SH-CL-2.5MT-BL,"2.5"" 304SS SHAFT HANGER CLAMP CASTING- DWG#: 319AC122B-2",313,51.09,15991.17,51.09,New Albany (CM),Cost of Goods Sold-Mfg,30FG - Marine Finished Goods,Pending Bill,Yes,7/2/2021
497499,5/12/2021,MAR-8255-PO,UNIVERSAL ELECTRIC FOUNDRY CO.,60622,Net 30,SH-BR-2.5MT-BL,"2.5"" 304SS SHAFT HANGER BRACKET CASTING- DWG#: 319AC121B-2 - REV. 2",331,99.14,32815.34,99.14,New Albany (CM),Cost of Goods Sold-Mfg,30FG - Marine Finished Goods,Pending Bill,Yes,7/2/2021
501554,5/26/2021,LV-4251-PO,TEXAS GAUGE & CONTROLS INC,77061,Net 30,NIP-PRODUCT-COGS,"41S-200-LB-GF STEWARTS-USA 4"" ALL SS, LB ONLY, 1/2"" NPT SG, 0 - 200 PSI - Glycerin Filled",5,98.04,490.20,,Texas (LV),Cost of Goods Sold-Mfg,,Fully Billed,Yes,7/2/2021
501554,5/26/2021,LV-4251-PO,TEXAS GAUGE & CONTROLS INC,77061,Net 30,NIP-PRODUCT-COGS,"41S-(-4-0-4PSI)-LB-GF STEWARTS-USA 4"" ALL SS, LB ONLY, 1/2"" NPT SG, -4-0-4 PSI - Glycerin Filled",6,98.04,588.24,,Texas (LV),Cost of Goods Sold-Mfg,,Fully Billed,Yes,7/2/2021
501554,5/26/2021,LV-4251-PO,TEXAS GAUGE & CONTROLS INC,77061,Net 30,NIP-PRODUCT-COGS,5 POINT CALIBRATION CHART PRESSURE GAUGE UNDER 10K(SPECIAL),11,50.00,550.00,,Texas (LV),Cost of Goods Sold-Mfg,,Fully Billed,Yes,7/2/2021
502026,6/1/2021,MAR-8348-PO,CINCINNATI GASKET PACK &MFG,45215-5586,1/2% 10 Net 30,S26,"GLASS ONLY 047B100A ; 3/4""x6""x12"" PYREX  7740, TWO HOLES",50,55.70,2785.00,55.70,New Albany (CM),Cost of Goods Sold-Mfg,30SG - MAR SIGHT GLASS COMPONENTS,Pending Bill,Yes,7/2/2021
504520,6/8/2021,MAR-8382-PO,"NADCO TAPES & LABELS, INC.",34243,Net 30,D21C,"38"" TO 26"" INCREMENTAL MARKING TAPE (250FT IN A ROLL KAPTON MATERIAL) DWG: 129O083B, DESCENDING",500,1.556,778.00,,New Albany (CM),Cost of Goods Sold-Mfg,30DP - DIPSTICK COMPONENT,Partially Received,Yes,7/2/2021
504520,6/8/2021,MAR-8382-PO,"NADCO TAPES & LABELS, INC.",34243,Net 30,D21A,"12"" TO 0""  INCREMENTAL MARKING TAPE (250FT IN A ROLL KAPTON MATERIAL), 129O085B, DESCENDING // DS39",500,1.556,778.00,,New Albany (CM),Cost of Goods Sold-Mfg,30DP - DIPSTICK COMPONENT,Partially Received,Yes,7/2/2021
504520,6/8/2021,MAR-8382-PO,"NADCO TAPES & LABELS, INC.",34243,Net 30,D21B,"25"" TO 13"" INCREMENTAL MARKING TAPE (250FT IN A ROLL KAPTON MATERIAL) DWG: 129O084B, DESCENDING",500,1.556,778.00,,New Albany (CM),Cost of Goods Sold-Mfg,30DP - DIPSTICK COMPONENT,Partially Received,Yes,7/2/2021
504921,6/9/2021,MAR-8393-PO,CINCINNATI GASKET PACK &MFG,45215-5586,1/2% 10 Net 30,R2-BL,"ROUND SG GLASS 8 5/8"" OD X 1/2""THICK, **.605"" HOLE**DWG 135N165B -2 Rev 1",40,50.50,2020.00,50.50,New Albany (CM),Cost of Goods Sold-Mfg,30SG - MAR SIGHT GLASS COMPONENTS,Fully Billed,Yes,7/2/2021
505141,6/10/2021,LV-4305-PO,TEXAS GAUGE & CONTROLS INC,77061,Net 30,"LV-TEMP GAUGE 50-500 TEL TRU 42100409-4""","TEL TRU TEMP GAUGE 4"" 50-500 F MODEL: 4210 04 09: 5"" TEL-TRU BIMETAL THERMOMETER, EVERY ANGLE, 4"" STEM , 50 - 500 F / 10 - 260 C ()",9,123.08,1107.72,123.08,Texas (LV),Cost of Goods Sold-Mfg,LVRP - Law Valve Resale Products,Fully Billed,Yes,7/2/2021
506337,6/16/2021,LV-4333-PO,WEBSTER WEST,45264-1071,1% 10 Net 30,LV-SGM-1-BOX INSERT,"23-3/8"" x 14-1/8"" SLIT - SCORE SHEET PLAIN, 200 BC, FOR SIGHT GLASS BOX WITHOUT MOUNTING FLANGE // 37678  (old part#: LV-SGM-1 BOX W/O FLANGE INSERT)",220,1.987,437.14,1.987,Texas (LV),Cost of Goods Sold-Mfg,LVRP - Law Valve Resale Products,Fully Billed,Yes,7/2/2021
507294,6/18/2021,MAR-8460-PO,NORTH COAST SEAL INC,44142,Net 30,EQ13,"2.5 QUADRING VACUUM FOR EQUATE VALVE, VITON (WHITE DOT), GROTENRATH Q4-326",20,3.10,62.00,3.10,New Albany (CM),Cost of Goods Sold-Mfg,30EQ - Mar Equate Valve,Fully Billed,Yes,7/2/2021
507294,6/18/2021,MAR-8460-PO,NORTH COAST SEAL INC,44142,Net 30,EQ14,"2.5  QUADRING PRESSURE FOR EQUATE VALVE, VITON (WHITE DOT), GROTENRATH Q4-335",20,3.45,69.00,3.45,New Albany (CM),Cost of Goods Sold-Mfg,30EQ - Mar Equate Valve,Fully Billed,Yes,7/2/2021
507294,6/18/2021,MAR-8460-PO,NORTH COAST SEAL INC,44142,Net 30,EQ58-A,"8"" QUADRING VACUUM FOR EQUATE VALVE, VITON (WHITE DOT), GROTENRATH 75-Q4-348",5,4.75,23.75,4.75,New Albany (CM),Cost of Goods Sold-Mfg,30EQ - Mar Equate Valve,Fully Billed,Yes,7/2/2021
507294,6/18/2021,MAR-8460-PO,NORTH COAST SEAL INC,44142,Net 30,EQ59-A,"8"" QUADRING PRESSURE FOR EQUATE VALVE, VITON (WHITE DOT), GROTENRATH 75-Q4-368",5,7.95,39.75,7.95,New Albany (CM),Cost of Goods Sold-Mfg,30EQ - Mar Equate Valve,Fully Billed,Yes,7/2/2021
507420,6/18/2021,LV-4347-PO,ERL COMMERCIAL MARINE,47151-1026,Due on Receipt,LV-EMA-001,"EMERGENCY SHUTDOWN SIGN ASSEMBLY , HORIZONTAL  14"" X 14"", WITH SS FRAME",10,111.28,1112.80,111.28,Texas (LV),Cost of Goods Sold-Resale Itms,LVER - Law Valve/ERL Marine Resale,Fully Billed,Yes,7/2/2021
507420,6/18/2021,LV-4347-PO,ERL COMMERCIAL MARINE,47151-1026,Due on Receipt,LV-MSDS-001,MSDS (Complete Package) DOCUMENT HOLDER FOR MOUNTING ON WARNING SIGN FRAME,10,114.70,1147.00,114.70,Texas (LV),Cost of Goods Sold-Resale Itms,LVER - Law Valve/ERL Marine Resale,Fully Billed,Yes,7/2/2021
507420,6/18/2021,LV-4347-PO,ERL COMMERCIAL MARINE,47151-1026,Due on Receipt,LV-CNS-001,"CNS-001 PLACARD FRAME ASSEMBLY (WITH HARDWARE AND BOX), DWG 281U165B",10,101.86,1018.60,97.50,Texas (LV),Cost of Goods Sold-Resale Itms,LVER - Law Valve/ERL Marine Resale,Fully Billed,Yes,7/2/2021
507525,6/21/2021,RP-384-PO,Phoenix Metals Company,31193-2589,Net 60,40RSH10GA(.135)x48x96 A1011,"10GAx48"" X 96"" A1011  (1 SHEET = 180/LBS)",7,243.00,1701.00,243.00,New Albany (RL),Cost of Goods Sold-Mfg,40RS - Rail Raw Stock,Fully Billed,Yes,7/2/2021
507525,6/21/2021,RP-384-PO,Phoenix Metals Company,31193-2589,Net 60,40RSH11GAx48x96 304/304L,11GA X 48 X 96  304/304LSS  1 SHEET = 161.6/LB,11,548.351818,6031.87,643.507,New Albany (RL),Cost of Goods Sold-Mfg,40RS - Rail Raw Stock,Fully Billed,Yes,7/2/2021
507525,6/21/2021,RP-384-PO,Phoenix Metals Company,31193-2589,Net 60,40RSH14GAX48X96 304SS,14GA X 48 X96  304SS  1 SHEET = 100.7775/LB,1,342.72,342.72,342.72,New Albany (RL),Cost of Goods Sold-Mfg,40RS - Rail Raw Stock,Fully Billed,Yes,7/2/2021
507582,6/21/2021,LV-4357-PO,"UNITED SECURITY SEALS, INC",43207,Net 30,Shop Supplies-6210,"12"" 4 PLY SS LEAD HEAD 616P12D27SS",1000,.1496,149.60,,Texas (LV),Shop Supplies,,Fully Billed,Yes,7/2/2021
507677,6/21/2021,MAR-8471-PO,ROBERT-JAMES SALES INC,14225,Net 30,"30RPP8""SCH10x20FT 304SS","8"" SCH10 X 20FT  304SS PIPE, Vent Stack  (1) PIPE",20,44.36,887.20,63.61,New Albany (CM),Cost of Goods Sold-Mfg,30RS - Marine Raw Stock,Fully Billed,Yes,7/2/2021
508897,6/24/2021,LV-4384-PO,WILSON COMPANY,75001,Net 30,LV-CVSS-FNS4-2,"1/4"" FNPT INSTRUMENT CHECK VALVE, 1 PSI CRACKING PRESSURE, 3000 PSI, 316SS",3,33.4648,100.39,33.463,Texas (LV),Cost of Goods Sold-Mfg,LVRS - Law Valve Raw Stock,Fully Billed,Yes,7/2/2021
508972,6/25/2021,PRO-571-PO,SUNNEN PRODUCTS COMPANY,60677-5304,Net 30,R&M-6100,WEB - GUIDE SHOE (PKG OF 2),6,43.34,260.04,,New Albany (PR),Equipment Repair Maintenance,,Fully Billed,Yes,7/2/2021
509002,6/25/2021,LV-4386-PO,BATTERIES PLUS BLUBS,46962,Net 30,LV-M121,Duracell Ultra 12V 5Ah AGM – SLA12-5F/DURA12-5F (Lantern battery) with clip posts,6,11.90,71.40,11.90,Texas (LV),Cost of Goods Sold-Mfg,Law Valve -BOM component,Fully Billed,Yes,7/2/2021
509176,6/28/2021,MAR-8490-PO,ROBERT-JAMES SALES INC,14225,Net 30,"LAP JOINT FLANGE-8"" 304","8"" SWIVEL FLANGE, LAP, 150# ,304SS // VENT STACK",2,180.32,360.64,180.32,New Albany (CM),Cost of Goods Sold-Mfg,30VS - VENT STACK COMPONENTS,Pending Bill,Yes,7/2/2021
